Store Link,Address,Formatted Address,Place ID,Street Number,Route,City (Locality),Administrative Area Level 3,Administrative Area Level 2,Administrative Area Level 1,Country,Country Code,Postal Code,Latitude,Longitude,Shop ID
https://www.conad.it/ricerca-negozi/conad-city-viale-della-liberta-83-89-87075-trebisacce--008968,conad city viale della liberta 83 89 87075 trebisacce  008968,"Viale della Libertà, 83-89, 87075 Trebisacce CS, Italy",ChIJebJC_p1YPxMRYFLFVOyl9MQ,83-89,Viale della Libertà,Trebisacce,Trebisacce,Provincia di Cosenza,Calabria,Italy,IT,87075.0,39.8700906,16.5345646,67cf0b7274b04f610c63b70b
https://www.conad.it/ricerca-negozi/conad-viale-del-lavoro-122-87012-castrovillari--008366,conad viale del lavoro 122 87012 castrovillari  008366,"Viale del Lavoro, 122, 87012 Castrovillari CS, Italy",ChIJ2RiCkdBBPxMRYHBcmbBXRsg,122,Viale del Lavoro,Castrovillari,Castrovillari,Provincia di Cosenza,Calabria,Italy,IT,87012.0,39.8175692,16.2158355,67cf0b7374b04f610c63b710
https://www.conad.it/ricerca-negozi/conad-via-schiavello-28-87012-castrovillari--009809,conad via schiavello 28 87012 castrovillari  009809,"Via Schiavello, 28, 87012 Castrovillari CS, Italy",ChIJi9xMpEBBPxMRh5TTiAKg26Y,28,Via Schiavello,Castrovillari,Castrovillari,Provincia di Cosenza,Calabria,Italy,IT,87012.0,39.823305,16.2135935,67cf0b7374b04f610c63b715
https://www.conad.it/ricerca-negozi/conad-via-giosue-carducci-30-28838-stresa--009761,conad via giosue carducci 30 28838 stresa  009761,"Via Giosuè Carducci, 30, 28838 Stresa VB, Italy",ChIJZ4O3tz51hkcRNKsksg8dXk8,30,Via Giosuè Carducci,Stresa,Stresa,Provincia del Verbano-Cusio-Ossola,Piemonte,Italy,IT,28838.0,45.8828508,8.535393899999999,67cf0b7374b04f610c63b71a
https://www.conad.it/ricerca-negozi/conad-ss-33-del-sempione-km87-snc-28831-baveno--007917,conad ss 33 del sempione km87 snc 28831 baveno  007917,"SS33 del Sempione, Italy",ChIJU-SUIeZkhkcRMmvT9zAzplg,,SS33 del Sempione,,,,,Italy,IT,,45.8644845,8.567228,nan
https://www.conad.it/ricerca-negozi/conad-via-guido-rossa-31-28921-verbania--010563,conad via guido rossa 31 28921 verbania  010563,"Via Guido Rossa, 31, 28921 Verbania VB, Italy",ChIJB6I6W2bfhUcR9wjT23XCRtk,31,Via Guido Rossa,Verbania,Verbania,Provincia del Verbano-Cusio-Ossola,Piemonte,Italy,IT,28921.0,45.93137,8.563127999999999,67cf0b7474b04f610c63b71f
https://www.conad.it/ricerca-negozi/pet-store-conad-via-guido-rossa-31-28921-verbania--050854,pet store conad via guido rossa 31 28921 verbania  050854,"Via Guido Rossa, 31, 28921 Verbania VB, Italy",ChIJ2RpekMLfhUcR7mbLIUZNRF8,31,Via Guido Rossa,Verbania,Verbania,Provincia del Verbano-Cusio-Ossola,Piemonte,Italy,IT,28921.0,45.93137,8.563127999999999,67cf0b7474b04f610c63b724
https://www.conad.it/ricerca-negozi/conad-city-corso-roma-60-28028-pettenasco--009135,conad city corso roma 60 28028 pettenasco  009135,"Corso Roma, 60, 28028 Pettenasco NO, Italy",ChIJjU6p9YcMhkcRimsK6dwvS_c,60,Corso Roma,Pettenasco,Pettenasco,Provincia di Novara,Piemonte,Italy,IT,28028.0,45.8146354,8.4096387,67cf0b7574b04f610c63b729
https://www.conad.it/ricerca-negozi/conad-via-varesina-62-21021-angera--006282,conad via varesina 62 21021 angera  006282,"Via Varesina, 62, 21021 Angera VA, Italy",ChIJ7z8jYONwhkcRxDhSFrmrV_8,62,Via Varesina,Angera,Angera,Provincia di Varese,Lombardia,Italy,IT,21021.0,45.7822278,8.591142,67cf0b7574b04f610c63b72e
https://www.conad.it/ricerca-negozi/conad-via-raffaello-sanzio-30-10036-settimo-torinese--010516,conad via raffaello sanzio 30 10036 settimo torinese  010516,"V. Raffaello Sanzio, 30, 10036 Settimo Torinese TO, Italy",ChIJOdoLU31xiEcRh8S2lmr3XSA,30,Via Raffaello Sanzio,Settimo Torinese,Settimo Torinese,Città Metropolitana di Torino,Piemonte,Italy,IT,10036.0,45.12877599999999,7.758574,67cf0b7674b04f610c63b733
